# Header

"options.map" : "地图设置"
"options.map.detail" : "一些跟地图相关的选项"

# Groups

"options.map.group.spawning" : "出生点相关设定"
"options.map.group.utilities" : "交互相关设定"
"options.map.group.footstep" : "其他玩家脚步声设定"
"options.map.group.teleporter" : "传送宝石相关设定"
"options.map.group.flip" : "翻转地图相关设定"

# Options

"options.map.spawnMethod" : "出生点位置"
"options.map.spawnMethod.detail" : "设置玩家在地图中的出生地。<br> ・<b>标准</b>：游戏默认的出生点<br> ・<b>自由选择</b>：像Airship地图一样，自由选择出生地点。<br> ・<b>随机</b>：让每个玩家随机出生在其他地方。"
"options.map.spawnMethod.default" : "默认"
"options.map.spawnMethod.selective" : "自由选择"
"options.map.spawnMethod.random" : "随机"
"options.map.spawnCandidates" : "出生点选择位置数量"
"options.map.spawnCandidatesFilter" : "可选出生点位置"
"options.map.silentVents" : "隐藏阴影中的通风口动画"
"options.map.silentVents.detail" : "默认设置为开，开启后看不到通风口在阴影中打开和关闭。"
"options.map.canOpenMapWhileUsingUtility" : "进行任务时可以打开地图"
"options.map.canOpenMapWhileUsingUtility.detail" : "开启后，即使在使用梯子或移动平台时<br>仍然可以打开地图。" 
"options.map.numOfTeleporter" : "传送宝石对数"
"options.map.numOfTeleporter.detail" : "地图上会出现几对能够传送的宝石。<br>玩家可以通过擦亮宝石传送到相对宝石的位置。"
"options.map.nonCrewmateCanUseTeleporterImmediately" : "（非船员阵营）瞬间传送"
"options.map.nonCrewmateCanUseTeleporterImmediately.detail" : "开启后，除船员阵营以外的玩家不需要进行擦亮宝石小游戏进行传送。"
"options.map.ladderCoolDown" : "使用梯子冷却"
"options.map.ziplineCoolDown" : "使用滑索冷却"
"options.map.flipX" : "地图水平翻转"
"options.map.flipY" : "地图垂直翻转"
"options.map.canHearOthersFootstep" : "可以听到其他玩家脚步声"
"options.map.othersFootstepRange" : "脚步声传播范围"
"options.map.hideFarKiller" : "隐藏远程击杀凶手"

# Map Customization

"options.map.customization" : "自定义地图"

"options.map.customization.skeld.useAdmin" : "允许使用管理控制台"
"options.map.customization.skeld.cafeVent" : "额外通风口"
"options.map.customization.skeld.storageVent" : "库房额外通风口"
"options.map.customization.skeld.reactorDuration" : "核反应堆破坏持续时间"
"options.map.customization.skeld.lifeSupportDuration" : "氧气破坏持续时间"
"options.map.customization.skeld.wholeShipInShadow" : "船体添加阴影效果"
"options.map.customization.skeld.wholeShipInShadow.detail" : "为整个船体区域添加阴影效果。超出船体边界外的玩家名称将被隐藏。"

"options.map.customization.mira.useAdmin" : "允许使用管理控制台"
"options.map.customization.mira.reactorDuration" : "核反应堆破坏持续时间"
"options.map.customization.mira.lifeSupportDuration" : "氧气破坏持续时间"

"options.map.customization.polus.useAdmin" : "允许使用管理控制台"
"options.map.customization.polus.specimenVent" : "额外通风口"
"options.map.customization.polus.reactorDuration" : "核反应堆破坏持续时间"

"options.map.customization.airship.useCockpitAdmin" : "允许使用座舱管理控制台 "
"options.map.customization.airship.useRecordsAdmin" : "允许使用档案室管理控制台 "
"options.map.customization.airship.meetingVent" : "额外通风口"
"options.map.customization.airship.electricalVent" : "额外通风口"
"options.map.customization.airship.oneWayMeetingRoom" : "会议室单向通道"
"options.map.customization.airship.oneWayMeetingRoom.detail" : "开启后，会议室的左侧的梯子仅供向上爬<br>在右侧会额外增加一个梯子向下爬。"
"options.map.customization.airship.armoryWiring" : "额外接线任务面板"
"options.map.customization.airship.vaultWiring" : "额外接线任务面板"
"options.map.customization.airship.hallwayWiring" : "额外接线任务面板"
"options.map.customization.airship.medicalWiring" : "额外接线任务面板"
"options.map.customization.airship.heliDuration" : "路线异常破坏持续时间"
"options.map.customization.airship.harderDownload" : "下载任务在下方"
"options.map.customization.airship.betterImpostorVision" : "仅伪装者可以看到上层"
"options.map.customization.airship.betterImpostorVision.detail" : "开启后，伪装者使用移动平台时，可以看到上下层情况。"
"options.map.customization.airship.shadedLowerFloor" : "处于上层时下层不可见"
"options.map.customization.airship.shadedLowerFloor.detail" : "开启后，非伪装者使用移动平台时，不能看到上下层情况。"
"options.map.customization.airship.mainHallDoor" : "主大厅房间额外门"
"options.map.customization.airship.mainElecDoor" : "主配电室房间额外门"
"options.map.customization.airship.showerDoor" : "淋浴室额外门"
"options.map.customization.airship.ventilationDoor" : "换气室额外门"
"options.map.customization.airship.loungeDoor" : "休息室额外门"
"options.map.customization.airship.loungeStorageDoor" : "休息室与库房之间额外门"
"options.map.customization.airship.medicalDoor" : "医務室额外门"
"options.map.customization.airship.securityKitchenDoor" : "保安室与厨房之间额外门"
"options.map.customization.airship.securityDeckDoor" : "保安室观景甲板额外门"
"options.map.customization.airship.meetingDoor" : "会议室额外门"

"options.map.customization.fungle.simpleLaboratory" : "拆除实验室墙壁"
"options.map.customization.fungle.simpleLaboratory.detail" : "开启后，去除实验室右下角的墙壁，使其可以直接穿过。"
"options.map.customization.fungle.thinFog" : "削弱阴影"
"options.map.customization.fungle.thinFog.detail" : "开启后，丛林区域的阴影会变淡。"
"options.map.customization.fungle.glowingCampfire" : "篝火发光"
"options.map.customization.fungle.glowingMushroom" : "蘑菇发光"
"options.map.customization.fungle.growingMushroom.detail" : "开启后，发光蘑菇周围的环境会变得可见。"
"options.map.customization.fungle.quickPaceDoorMinigame" : "简化开门游戏按键"
"options.map.customization.fungle.reactorDuration" : "核反应堆持续时间"
